schema_ver,record_id,seq,epoch_utc,iso8601_local,raw_rtd_ohms,raw_temp_c,cal_temp_c,flags,node_id
2,104215,104215,1768279455,2026-01-12T22:44:15.909-06:00,109.272,23.799,23.799,0x0001,98:A3:16:12:57:B0
2,104216,104216,1768279456,2026-01-12T22:44:16.969-06:00,109.285,23.832,23.832,0x0001,98:A3:16:12:57:B0
2,104217,104217,1768279458,2026-01-12T22:44:18.029-06:00,109.285,23.832,23.832,0x0001,98:A3:16:12:57:B0
2,104218,104218,1768279459,2026-01-12T22:44:19.089-06:00,109.285,23.832,23.832,0x0001,98:A3:16:12:57:B0
2,104219,104219,1768279460,2026-01-12T22:44:20.149-06:00,109.272,23.799,23.799,0x0001,98:A3:16:12:57:B0
2,104220,104220,1768279461,2026-01-12T22:44:21.209-06:00,109.285,23.832,23.832,0x0001,98:A3:16:12:57:B0
2,104221,104221,1768279462,2026-01-12T22:44:22.269-06:00,109.272,23.799,23.799,0x0001,98:A3:16:12:57:B0
2,104222,104222,1768279463,2026-01-12T22:44:23.329-06:00,109.272,23.799,23.799,0x0001,98:A3:16:12:57:B0
2,104223,104223,1768279464,2026-01-12T22:44:24.389-06:00,109.272,23.799,23.799,0x0001,98:A3:16:12:57:B0
2,104224,104224,1768279465,2026-01-12T22:44:25.449-06:00,109.272,23.799,23.799,0x0001,98:A3:16:12:57:B0
2,104225,104225,1768279466,2026-01-12T22:44:26.509-06:00,109.272,23.799,23.799,0x0001,98:A3:16:12:57:B0
2,104226,104226,1768279467,2026-01-12T22:44:27.569-06:00,109.258,23.765,23.765,0x0001,98:A3:16:12:57:B0
2,104227,104227,1768279468,2026-01-12T22:44:28.629-06:00,109.285,23.832,23.832,0x0001,98:A3:16:12:57:B0
2,104228,104228,1768279469,2026-01-12T22:44:29.689-06:00,109.272,23.799,23.799,0x0001,98:A3:16:12:57:B0
2,104229,104229,1768279470,2026-01-12T22:44:30.749-06:00,109.272,23.799,23.799,0x0001,98:A3:16:12:57:B0
2,104230,104230,1768279471,2026-01-12T22:44:31.809-06:00,109.272,23.799,23.799,0x0001,98:A3:16:12:57:B0
2,104231,104231,1768279472,2026-01-12T22:44:32.869-06:00,109.272,23.799,23.799,0x0001,98:A3:16:12:57:B0
2,104232,104232,1768279473,2026-01-12T22:44:33.929-06:00,109.272,23.799,23.799,0x0001,98:A3:16:12:57:B0
2,104233,104233,1768279474,2026-01-12T22:44:34.989-06:00,109.272,23.799,23.799,0x0001,98:A3:16:12:57:B0
2,104234,104234,1768279476,2026-01-12T22:44:36.049-06:00,109.258,23.765,23.765,0x0001,98:A3:16:12:57:B0
2,104235,104235,1768279477,2026-01-12T22:44:37.109-06:00,109.258,23.765,23.765,0x0001,98:A3:16:12:57:B0
2,104236,104236,1768279478,2026-01-12T22:44:38.169-06:00,109.272,23.799,23.799,0x0001,98:A3:16:12:57:B0
2,104237,104237,1768279479,2026-01-12T22:44:39.229-06:00,109.272,23.799,23.799,0x0001,98:A3:16:12:57:B0
2,104238,104238,1768279480,2026-01-12T22:44:40.289-06:00,109.258,23.765,23.765,0x0001,98:A3:16:12:57:B0
2,104239,104239,1768279481,2026-01-12T22:44:41.349-06:00,109.258,23.765,23.765,0x0001,98:A3:16:12:57:B0
2,104240,104240,1768279482,2026-01-12T22:44:42.409-06:00,109.258,23.765,23.765,0x0001,98:A3:16:12:57:B0
2,104241,104241,1768279483,2026-01-12T22:44:43.469-06:00,109.258,23.765,23.765,0x0001,98:A3:16:12:57:B0
2,104242,104242,1768279484,2026-01-12T22:44:44.529-06:00,109.258,23.765,23.765,0x0001,98:A3:16:12:57:B0
2,104243,104243,1768279485,2026-01-12T22:44:45.589-06:00,109.258,23.765,23.765,0x0001,98:A3:16:12:57:B0
2,104244,104244,1768279486,2026-01-12T22:44:46.649-06:00,109.258,23.765,23.765,0x0001,98:A3:16:12:57:B0
2,104245,104245,1768279487,2026-01-12T22:44:47.709-06:00,109.245,23.732,23.732,0x0001,98:A3:16:12:57:B0
2,104246,104246,1768279488,2026-01-12T22:44:48.769-06:00,109.258,23.765,23.765,0x0001,98:A3:16:12:57:B0
2,104247,104247,1768279489,2026-01-12T22:44:49.829-06:00,109.245,23.732,23.732,0x0001,98:A3:16:12:57:B0
2,104248,104248,1768279490,2026-01-12T22:44:50.889-06:00,109.245,23.732,23.732,0x0001,98:A3:16:12:57:B0
2,104249,104249,1768279491,2026-01-12T22:44:51.949-06:00,109.245,23.732,23.732,0x0001,98:A3:16:12:57:B0
2,104250,104250,1768279493,2026-01-12T22:44:53.009-06:00,109.245,23.732,23.732,0x0001,98:A3:16:12:57:B0
2,104251,104251,1768279494,2026-01-12T22:44:54.069-06:00,109.258,23.765,23.765,0x0001,98:A3:16:12:57:B0
2,104252,104252,1768279495,2026-01-12T22:44:55.129-06:00,109.245,23.732,23.732,0x0001,98:A3:16:12:57:B0
2,104253,104253,1768279496,2026-01-12T22:44:56.189-06:00,109.258,23.765,23.765,0x0001,98:A3:16:12:57:B0
2,104254,104254,1768279497,2026-01-12T22:44:57.249-06:00,109.245,23.732,23.732,0x0001,98:A3:16:12:57:B0
2,104255,104255,1768279498,2026-01-12T22:44:58.309-06:00,109.245,23.732,23.732,0x0001,98:A3:16:12:57:B0
