schema_ver,seq,epoch_utc,iso8601_local,raw_rtd_ohms,raw_temp_c,cal_temp_c,flags,node_id
1,2709,1766767548,2025-12-26T10:45:48.991-06:00,236.022,368.064,368.064,0x0003,98:A3:16:12:57:B0
1,2710,1766767550,2025-12-26T10:45:50.052-06:00,236.035,368.101,368.101,0x0003,98:A3:16:12:57:B0
1,2711,1766767551,2025-12-26T10:45:51.111-06:00,236.035,368.101,368.101,0x0003,98:A3:16:12:57:B0
1,2712,1766767552,2025-12-26T10:45:52.172-06:00,236.022,368.064,368.064,0x0003,98:A3:16:12:57:B0
1,2713,1766767553,2025-12-26T10:45:53.232-06:00,236.035,368.101,368.101,0x0003,98:A3:16:12:57:B0
1,2714,1766767554,2025-12-26T10:45:54.291-06:00,236.049,368.139,368.139,0x0003,98:A3:16:12:57:B0
1,2715,1766767555,2025-12-26T10:45:55.352-06:00,236.035,368.101,368.101,0x0003,98:A3:16:12:57:B0
1,2716,1766767556,2025-12-26T10:45:56.411-06:00,236.022,368.064,368.064,0x0003,98:A3:16:12:57:B0
1,2717,1766767557,2025-12-26T10:45:57.471-06:00,236.035,368.101,368.101,0x0003,98:A3:16:12:57:B0
1,2718,1766767558,2025-12-26T10:45:58.531-06:00,236.022,368.064,368.064,0x0003,98:A3:16:12:57:B0
1,2719,1766767559,2025-12-26T10:45:59.591-06:00,236.035,368.101,368.101,0x0003,98:A3:16:12:57:B0
1,2720,1766767560,2025-12-26T10:46:00.651-06:00,236.022,368.064,368.064,0x0003,98:A3:16:12:57:B0
1,2721,1766767561,2025-12-26T10:46:01.711-06:00,236.035,368.101,368.101,0x0003,98:A3:16:12:57:B0
1,2722,1766767562,2025-12-26T10:46:02.771-06:00,236.035,368.101,368.101,0x0003,98:A3:16:12:57:B0
1,2723,1766767563,2025-12-26T10:46:03.831-06:00,236.035,368.101,368.101,0x0003,98:A3:16:12:57:B0
1,2724,1766767564,2025-12-26T10:46:04.892-06:00,236.035,368.101,368.101,0x0003,98:A3:16:12:57:B0
1,2725,1766767565,2025-12-26T10:46:05.951-06:00,236.035,368.101,368.101,0x0003,98:A3:16:12:57:B0
1,2726,1766767567,2025-12-26T10:46:07.011-06:00,236.035,368.101,368.101,0x0003,98:A3:16:12:57:B0
1,2727,1766767568,2025-12-26T10:46:08.072-06:00,236.035,368.101,368.101,0x0003,98:A3:16:12:57:B0
1,2728,1766767569,2025-12-26T10:46:09.132-06:00,236.035,368.101,368.101,0x0003,98:A3:16:12:57:B0
1,2729,1766767570,2025-12-26T10:46:10.191-06:00,236.035,368.101,368.101,0x0003,98:A3:16:12:57:B0
1,2730,1766767571,2025-12-26T10:46:11.251-06:00,236.035,368.101,368.101,0x0003,98:A3:16:12:57:B0
1,2731,1766767572,2025-12-26T10:46:12.312-06:00,236.049,368.139,368.139,0x0003,98:A3:16:12:57:B0
1,2732,1766767573,2025-12-26T10:46:13.372-06:00,236.035,368.101,368.101,0x0003,98:A3:16:12:57:B0
1,2733,1766767574,2025-12-26T10:46:14.431-06:00,236.049,368.139,368.139,0x0003,98:A3:16:12:57:B0
1,2734,1766767575,2025-12-26T10:46:15.491-06:00,236.035,368.101,368.101,0x0003,98:A3:16:12:57:B0
1,2735,1766767576,2025-12-26T10:46:16.551-06:00,236.035,368.101,368.101,0x0003,98:A3:16:12:57:B0
1,2736,1766767577,2025-12-26T10:46:17.611-06:00,236.035,368.101,368.101,0x0003,98:A3:16:12:57:B0
1,2737,1766767578,2025-12-26T10:46:18.671-06:00,236.035,368.101,368.101,0x0003,98:A3:16:12:57:B0
1,2738,1766767579,2025-12-26T10:46:19.731-06:00,236.035,368.101,368.101,0x0003,98:A3:16:12:57:B0
1,2739,1766767580,2025-12-26T10:46:20.791-06:00,236.035,368.101,368.101,0x0003,98:A3:16:12:57:B0
1,2740,1766767581,2025-12-26T10:46:21.851-06:00,236.035,368.101,368.101,0x0003,98:A3:16:12:57:B0
1,2741,1766767582,2025-12-26T10:46:22.911-06:00,236.035,368.101,368.101,0x0003,98:A3:16:12:57:B0
1,2742,1766767583,2025-12-26T10:46:23.971-06:00,236.035,368.101,368.101,0x0003,98:A3:16:12:57:B0
1,2743,1766767585,2025-12-26T10:46:25.031-06:00,236.035,368.101,368.101,0x0003,98:A3:16:12:57:B0
